"record","fhcounter","host","fhlrcounter","litnum","state","country","notes","citation","taxon","author","year","current","kingdom","phylum","class","order","family","genus","species","header"
"314368",870870,"Pseudotsuga menziesii","1456142","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Gelatinosporium pinicola","(Linder) A. Funk",1979,"314368","Fungi","Ascomycota","Leotiomycetes","Leotiales","Tympanidaceae","Gelatinosporium","Gelatinosporium_pinicola","Fungi;Ascomycota;Leotiomycetes;Leotiales;Tympanidaceae;Gelatinosporium;Gelatinosporium_pinicola"
"314369",870871,"Pseudotsuga menziesii","1456143","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Gelatinosporium sinuatum","A. Funk",1979,"314369","Fungi","Ascomycota","Leotiomycetes","Leotiales","Tympanidaceae","Gelatinosporium","Gelatinosporium_sinuatum","Fungi;Ascomycota;Leotiomycetes;Leotiales;Tympanidaceae;Gelatinosporium;Gelatinosporium_sinuatum"
"314371",870872,"Pseudotsuga menziesii","1456144","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Gelatinosporium uncinatum","A. Funk",1979,"314371","Fungi","Ascomycota","Leotiomycetes","Leotiales","Tympanidaceae","Gelatinosporium","Gelatinosporium_uncinatum","Fungi;Ascomycota;Leotiomycetes;Leotiales;Tympanidaceae;Gelatinosporium;Gelatinosporium_uncinatum"
"110506",870873,"Pseudotsuga menziesii","1456145","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Boidinia furfuracea","(Bres.) Stalpers & Hjortstam",1982,"110506","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Boidinia","Boidinia_furfuracea","Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Boidinia;Boidinia_furfuracea"
"133873",870874,"Pseudotsuga menziesii","1456146","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Boidinia propinqua","(H.S. Jacks. & Dearden) Hjortstam & Ryvarden",1988,"133873","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Boidinia","Boidinia_propinqua","Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Boidinia;Boidinia_propinqua"
"297848",870875,"Pseudotsuga menziesii","1456147","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Gloeophyllum odoratum","(Wulfen) Imazeki",1943,"297848","Fungi","Basidiomycota","Agaricomycetes","Gloeophyllales","Gloeophyllaceae","Gloeophyllum","Gloeophyllum_odoratum","Fungi;Basidiomycota;Agaricomycetes;Gloeophyllales;Gloeophyllaceae;Gloeophyllum;Gloeophyllum_odoratum"
"106844",870876,"Pseudotsuga menziesii","1456150","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Gloeophyllum carbonarium","(Berk. & M.A. Curtis) Ryvarden",1984,"106844","Fungi","Basidiomycota","Agaricomycetes","Gloeophyllales","Gloeophyllaceae","Gloeophyllum","Gloeophyllum_carbonarium","Fungi;Basidiomycota;Agaricomycetes;Gloeophyllales;Gloeophyllaceae;Gloeophyllum;Gloeophyllum_carbonarium"
"298026",870877,"Pseudotsuga menziesii","1456151","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Gymnopilus aeruginosus","(Peck) Singer",1951,"298026","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Gymnopilus","Gymnopilus_aeruginosus","Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hymenogastraceae;Gymnopilus;Gymnopilus_aeruginosus"
"236690",870878,"Pseudotsuga menziesii","1456152","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Gyromitra esculenta","Pers. ex Fr.",1849,"236690","Fungi","Ascomycota","Pezizomycetes","Pezizales","Discinaceae","Gyromitra","Gyromitra_esculenta","Fungi;Ascomycota;Pezizomycetes;Pezizales;Discinaceae;Gyromitra;Gyromitra_esculenta"
"192347",870879,"Pseudotsuga menziesii","1456153","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Stereum rugosum","Pers.",1794,"192347","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","Stereum_rugosum","Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum;Stereum_rugosum"
"205630",870880,"Pseudotsuga menziesii","1456154","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Stereum sanguinolentum","(Alb. & Schwein.) Fr.",1838,"205630","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","Stereum_sanguinolentum","Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum;Stereum_sanguinolentum"
"331648",870881,"Pseudotsuga menziesii","1456155","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Halonectria milfordensis","E.B.G. Jones",1965,"331648","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Halonectria","Halonectria_milfordensis","Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Halonectria;Halonectria_milfordensis"
"132625",870882,"Pseudotsuga menziesii","1456156","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Bisporella resinicola","(Baranyay & A. Funk) S.E. Carp. & Seifert",1987,"132625","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Bisporella","Bisporella_resinicola","Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Bisporella;Bisporella_resinicola"
"119859",870883,"Pseudotsuga menziesii","1484786","44747","Rhode Island","United States",NA,"Goos, R.D.. 2010. The mycota of Rhode Island: a checklist of the fungi recorded in Rhode Island (including lichens and myxomycetes) Vol. 4. Rhode Island Natural History Survey :222","Heterobasidion annosum","(Fr.) Bref.",1888,"119859","Fungi","Basidiomycota","Agaricomycetes","Russulales","Bondarzewiaceae","Heterobasidion","Heterobasidion_annosum","Fungi;Basidiomycota;Agaricomycetes;Russulales;Bondarzewiaceae;Heterobasidion;Heterobasidion_annosum"
"119859",870883,"Pseudotsuga menziesii","1456157","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Heterobasidion annosum","(Fr.) Bref.",1888,"119859","Fungi","Basidiomycota","Agaricomycetes","Russulales","Bondarzewiaceae","Heterobasidion","Heterobasidion_annosum","Fungi;Basidiomycota;Agaricomycetes;Russulales;Bondarzewiaceae;Heterobasidion;Heterobasidion_annosum"
"332021",870884,"Pseudotsuga menziesii","1456158","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Humicola alopallonella","Meyers & R.T. Moore",1960,"332021","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","Humicola_alopallonella","Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Humicola;Humicola_alopallonella"
"202537",870885,"Pseudotsuga menziesii","1456159","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Hymenochaete fuliginosa","(Fr.) Lév.",1846,"202537","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Hymenochaete","Hymenochaete_fuliginosa","Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Hymenochaete;Hymenochaete_fuliginosa"
"112250",870886,"Pseudotsuga menziesii","1456162","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Crustoderma resinosum","(H.S. Jacks. & Dearden) Gilb.",1981,"112250","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Sparassidaceae","Crustoderma","Crustoderma_resinosum","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Sparassidaceae;Crustoderma;Crustoderma_resinosum"
"298788",870887,"Pseudotsuga menziesii","1456163","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Hyphodontia barba-jovis","(Bull.) J. Erikss.",1958,"298788","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hyphodontiaceae","Hyphodontia","Hyphodontia_barba-jovis","Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Hyphodontiaceae;Hyphodontia;Hyphodontia_barba-jovis"
"169218",870888,"Pseudotsuga menziesii","1456164","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Kneiffia subalutacea","(P. Karst.) Bres.",1903,"169218","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Hyphodermataceae","Kneiffia","Kneiffia_subalutacea","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Hyphodermataceae;Kneiffia;Kneiffia_subalutacea"
"159037",870889,"Pseudotsuga menziesii","1456165","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Hypholoma capnoides","(Fr.) P. Kumm.",1871,"159037","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Hypholoma","Hypholoma_capnoides","Fungi;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae;Hypholoma;Hypholoma_capnoides"
"152334",870890,"Pseudotsuga menziesii","1456166","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Hypholoma fasciculare","(Huds.) P. Kumm.",1871,"152334","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Hypholoma","Hypholoma_fasciculare","Fungi;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae;Hypholoma;Hypholoma_fasciculare"
"100840",870892,"Pseudotsuga menziesii","1456168","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Ischnoderma resinosum","(Schrad.) P. Karst.",1879,"100840","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Ischnodermataceae","Ischnoderma","Ischnoderma_resinosum","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Ischnodermataceae;Ischnoderma;Ischnoderma_resinosum"
"299348",870893,"Pseudotsuga menziesii","1456172","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Laetiporus sulphureus","(Bull.) Murrill",1920,"299348","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Laetiporaceae","Laetiporus","Laetiporus_sulphureus","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Laetiporaceae;Laetiporus;Laetiporus_sulphureus"
"374062",870895,"Pseudotsuga menziesii","\N","\N",NA,NA,NA,NA,"Amylocorticiellum molle","(Fr.) Spirin & Zmitr.",2002,"374062","Fungi","Basidiomycota","Agaricomycetes","Amylocorticiales","Amylocorticiaceae","Amylocorticiellum","Amylocorticiellum_molle","Fungi;Basidiomycota;Agaricomycetes;Amylocorticiales;Amylocorticiaceae;Amylocorticiellum;Amylocorticiellum_molle"
"299736",870896,"Pseudotsuga menziesii","1456174","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Leucogyrophana mollusca","(Fr.) Pouzar",1958,"299736","Fungi","Basidiomycota","Agaricomycetes","Boletales","Hygrophoropsidaceae","Leucogyrophana","Leucogyrophana_mollusca","Fungi;Basidiomycota;Agaricomycetes;Boletales;Hygrophoropsidaceae;Leucogyrophana;Leucogyrophana_mollusca"
"299736",870897,"Pseudotsuga sp.","1456175","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Leucogyrophana mollusca","(Fr.) Pouzar",1958,"299736","Fungi","Basidiomycota","Agaricomycetes","Boletales","Hygrophoropsidaceae","Leucogyrophana","Leucogyrophana_mollusca","Fungi;Basidiomycota;Agaricomycetes;Boletales;Hygrophoropsidaceae;Leucogyrophana;Leucogyrophana_mollusca"
"474900",870898,"Pseudotsuga sp.","1456176","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Hydnomerulius pinastri","(Fr.) Jarosch & Besl",2001,"474900","Fungi","Basidiomycota","Agaricomycetes","Boletales","Paxillaceae","Hydnomerulius","Hydnomerulius_pinastri","Fungi;Basidiomycota;Agaricomycetes;Boletales;Paxillaceae;Hydnomerulius;Hydnomerulius_pinastri"
"556848",870899,"Pseudotsuga menziesii","1456177","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Penttilamyces romellii","(Ginns) Zmitr., Kalinovskaya & Myasnikov",2019,"556848","Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Penttilamyces","Penttilamyces_romellii","Fungi;Basidiomycota;Agaricomycetes;Boletales;Coniophoraceae;Penttilamyces;Penttilamyces_romellii"
"206808",870900,"Pseudotsuga menziesii","1456178","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Cytospora kunzei","Sacc.",1884,"206808","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Valsaceae","Cytospora","Cytospora_kunzei","Fungi;Ascomycota;Sordariomycetes;Diaporthales;Valsaceae;Cytospora;Cytospora_kunzei"
"317591",870901,"Pseudotsuga menziesii","1456179","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Metacapnodium quinqueseptatum","(M.E. Barr) S. Hughes",1972,"317591","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Metacapnodiaceae","Metacapnodium","Metacapnodium_quinqueseptatum","Fungi;Ascomycota;Dothideomycetes;Capnodiales;Metacapnodiaceae;Metacapnodium;Metacapnodium_quinqueseptatum"
"208105",870902,"Pseudotsuga menziesii","1456180","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Lophium mytilinum","(Pers.) Fr.",1818,"208105","Fungi","Ascomycota","Dothideomycetes","Mytilinidiales","Mytilinidiaceae","Lophium","Lophium_mytilinum","Fungi;Ascomycota;Dothideomycetes;Mytilinidiales;Mytilinidiaceae;Lophium;Lophium_mytilinum"
"299901",870903,"Pseudotsuga menziesii","1456181","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Lulworthia medusa","(Ellis & Everh.) Cribb & J.W. Cribb",1955,"299901","Fungi","Ascomycota","Sordariomycetes","Lulworthiales","Lulworthiaceae","Lulworthia","Lulworthia_medusa","Fungi;Ascomycota;Sordariomycetes;Lulworthiales;Lulworthiaceae;Lulworthia;Lulworthia_medusa"
"300242",870904,"Pseudotsuga menziesii","1456182","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Mariannaea elegans","(Corda) Samson",1974,"300242","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Mariannaea","Mariannaea_elegans","Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Mariannaea;Mariannaea_elegans"
"16205",870905,"Pseudotsuga menziesii","1456183","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Melampsora","Castagne",1843,"16205","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Melampsoraceae","Melampsora","Melampsora_sp","Fungi;Basidiomycota;Pucciniomycetes;Pucciniales;Melampsoraceae;Melampsora;Melampsora_sp"
"531285",870906,"Pseudotsuga menziesii","1456186","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Melampsorella elatina","(Alb. & Schwein.) Arthur",1907,"531285","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniastraceae","Melampsorella","Melampsorella_elatina","Fungi;Basidiomycota;Pucciniomycetes;Pucciniales;Pucciniastraceae;Melampsorella;Melampsorella_elatina"
"300911",870907,"Pseudotsuga menziesii","1456187","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Meruliopsis taxicola","(Pers.) Bondartsev",1959,"300911","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Irpicaceae","Meruliopsis","Meruliopsis_taxicola","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Irpicaceae;Meruliopsis;Meruliopsis_taxicola"
"561018",870910,"Pseudotsuga menziesii","1456190","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Halokirschsteiniothelia maritima","(Linder) Boonmee & K.D. Hyde",2012,"561018","Fungi","Ascomycota","Dothideomycetes","Mytilinidiales","Mytilinidiaceae","Halokirschsteiniothelia","Halokirschsteiniothelia_maritima","Fungi;Ascomycota;Dothideomycetes;Mytilinidiales;Mytilinidiaceae;Halokirschsteiniothelia;Halokirschsteiniothelia_maritima"
"303681",870911,"Pseudotsuga menziesii","1456191","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Piricauda pelagica","T. Johnson",1958,"303681","Fungi","Ascomycota","Ascomycota_class_incertae_sedis","Ascomycota_order_incertae_sedis","Ascomycota_family_incertae_sedis","Piricauda","Piricauda_pelagica","Fungi;Ascomycota;Ascomycota_class_incertae_sedis;Ascomycota_order_incertae_sedis;Ascomycota_family_incertae_sedis;Piricauda;Piricauda_pelagica"
"18418",870912,"Pseudotsuga menziesii","1456192","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Psilocybe","(Fr.) P. Kumm.",1871,"18418","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Psilocybe","Psilocybe_sp","Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hymenogastraceae;Psilocybe;Psilocybe_sp"
"3431",870913,"Pseudotsuga menziesii","1456193","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Nectria","(Fr.) Fr.",1849,"3431","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Nectria","Nectria_sp","Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Nectria;Nectria_sp"
"335147",870914,"Pseudotsuga menziesii","1456194","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Neournula nordmanensis","Paden & Tylutki",1969,"335147","Fungi","Ascomycota","Pezizomycetes","Pezizales","Chorioactidaceae","Neournula","Neournula_nordmanensis","Fungi;Ascomycota;Pezizomycetes;Pezizales;Chorioactidaceae;Neournula;Neournula_nordmanensis"
"445569",870915,"Pseudotsuga menziesii","1456195","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Nidula niveotomentosa","(Henn.) Lloyd",1910,"445569","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricales_family_incertae_sedis","Nidula","Nidula_niveotomentosa","Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricales_family_incertae_sedis;Nidula;Nidula_niveotomentosa"
"318677",870916,"Pseudotsuga menziesii","1456196","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Nitschkia molnarii","A. Funk",1979,"318677","Fungi","Ascomycota","Sordariomycetes","Coronophorales","Nitschkiaceae","Nitschkia","Nitschkia_molnarii","Fungi;Ascomycota;Sordariomycetes;Coronophorales;Nitschkiaceae;Nitschkia;Nitschkia_molnarii"
"298786",870917,"Pseudotsuga menziesii","1456197","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Hyphodontia arguta","(Fr.) J. Erikss.",1958,"298786","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hyphodontiaceae","Hyphodontia","Hyphodontia_arguta","Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Hyphodontiaceae;Hyphodontia;Hyphodontia_arguta"
"431871",870918,"Pseudotsuga menziesii","1456198","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Onnia circinata","(Fr.) P. Karst.",1889,"431871","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Onnia","Onnia_circinata","Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Onnia;Onnia_circinata"
"445578",870919,"Pseudotsuga menziesii","1456199","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Onnia tomentosa","(Fr.) P. Karst.",1889,"445578","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Onnia","Onnia_tomentosa","Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Onnia;Onnia_tomentosa"
"556853",870920,"Pseudotsuga menziesii","1456203","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Sarcomyxa serotina","(Pers.) V. Papp",2019,"556853","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Sarcomyxaceae","Sarcomyxa","Sarcomyxa_serotina","Fungi;Basidiomycota;Agaricomycetes;Agaricales;Sarcomyxaceae;Sarcomyxa;Sarcomyxa_serotina"
"355858",870921,"Pseudotsuga menziesii","1456204","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Panellus stipticus","(Bull.) P. Karst.",1879,"355858","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Panellus","Panellus_stipticus","Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Panellus;Panellus_stipticus"
"360246",870922,"Pseudotsuga menziesii","1456205","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Tapinella atrotomentosa","(Batsch) Šutara",1992,"360246","Fungi","Basidiomycota","Agaricomycetes","Boletales","Tapinellaceae","Tapinella","Tapinella_atrotomentosa","Fungi;Basidiomycota;Agaricomycetes;Boletales;Tapinellaceae;Tapinella;Tapinella_atrotomentosa"
"253796",870923,"Pseudotsuga menziesii","1456206","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Tapinella panuoides","(Fr.) E.-J. Gilbert",1931,"253796","Fungi","Basidiomycota","Agaricomycetes","Boletales","Tapinellaceae","Tapinella","Tapinella_panuoides","Fungi;Basidiomycota;Agaricomycetes;Boletales;Tapinellaceae;Tapinella;Tapinella_panuoides"
"302450",870924,"Pseudotsuga menziesii","1456208","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Peniophora piceae","(Pers.) J. Erikss.",1950,"302450","Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","Peniophora","Peniophora_piceae","Fungi;Basidiomycota;Agaricomycetes;Russulales;Peniophoraceae;Peniophora;Peniophora_piceae"
"440297",870925,"Pseudotsuga menziesii","1456209","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Peniophora pseudopini","Weresub & I.A.S. Gibson",1960,"440297","Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","Peniophora","Peniophora_pseudopini","Fungi;Basidiomycota;Agaricomycetes;Russulales;Peniophoraceae;Peniophora;Peniophora_pseudopini"
"277906",870926,"Pseudotsuga menziesii","1456210","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Peniophora septentrionalis","Laurila",1939,"277906","Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","Peniophora","Peniophora_septentrionalis","Fungi;Basidiomycota;Agaricomycetes;Russulales;Peniophoraceae;Peniophora;Peniophora_septentrionalis"
"302633",870927,"Pseudotsuga menziesii","1456212","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Pezicula populi","(G.E. Thomps.) Seaver",1951,"302633","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Pezicula","Pezicula_populi","Fungi;Ascomycota;Leotiomycetes;Helotiales;Dermateaceae;Pezicula;Pezicula_populi"
