"record","fhcounter","host","fhlrcounter","litnum","state","country","notes","citation","taxon","author","year","current","kingdom","phylum","class","order","family","genus","species","header"
"534767",870928,"Pseudotsuga menziesii","1456213","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Pezizella chapmanii","H.S. Whitney & A. Funk",1977,"534767","Fungi","Ascomycota","Leotiomycetes","Helotiales","Pezizellaceae","Pezizella","Pezizella_chapmanii","Fungi;Ascomycota;Leotiomycetes;Helotiales;Pezizellaceae;Pezizella;Pezizella_chapmanii"
"560457",870931,"Pseudotsuga menziesii","1456219","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Atheliachaete sanguinea","(Fr.) Spirin & Zmitr.",2011,"560457","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Atheliachaete","Atheliachaete_sanguinea","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Phanerochaetaceae;Atheliachaete;Atheliachaete_sanguinea"
"286518",870932,"Pseudotsuga menziesii","\N","\N",NA,NA,NA,NA,"Fuscoporia ferrea","(Pers.) G. Cunn.",1948,"286518","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Fuscoporia","Fuscoporia_ferrea","Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Fuscoporia;Fuscoporia_ferrea"
"106345",870933,"Pseudotsuga menziesii","1456222","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Phellinidium ferrugineofuscum","(P. Karst.) Fiasson & Niemelä",1984,"106345","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Phellinidium","Phellinidium_ferrugineofuscum","Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Phellinidium;Phellinidium_ferrugineofuscum"
"474207",870934,"Pseudotsuga menziesii","1456223","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Phellopilus nigrolimitatus","(Romell) Niemelä, T. Wagner & M. Fisch.",2001,"474207","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Phellopilus","Phellopilus_nigrolimitatus","Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Phellopilus;Phellopilus_nigrolimitatus"
"286493",870935,"Pseudotsuga menziesii","1456225","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Fomitiporia punctata","(P. Karst.) Murrill",1947,"286493","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Fomitiporia","Fomitiporia_punctata","Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Fomitiporia;Fomitiporia_punctata"
"106151",870936,"Pseudotsuga menziesii","1456227","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Fomitiporia robusta","(P. Karst.) Fiasson & Niemelä",1984,"106151","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Fomitiporia","Fomitiporia_robusta","Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Fomitiporia;Fomitiporia_robusta"
"336270",870938,"Pseudotsuga menziesii","1456229","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Phellinus viticola","(Schwein.) Donk",1966,"336270","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Phellinus","Phellinus_viticola","Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Phellinus;Phellinus_viticola"
"827447",870939,"Pseudotsuga menziesii","1456231","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Hermanssonia centrifuga","(P. Karst.) Zmitr.",2018,"827447","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Hermanssonia","Hermanssonia_centrifuga","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Meruliaceae;Hermanssonia;Hermanssonia_centrifuga"
"827437",870940,"Pseudotsuga menziesii","1456232","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Mycoacia livida","(Pers.) Zmitr.",2018,"827437","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Mycoacia","Mycoacia_livida","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Meruliaceae;Mycoacia;Mycoacia_livida"
"319879",870941,"Pseudotsuga menziesii","1456233","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Phlebia phlebioides","(H.S. Jacks. & Dearden) Donk",1957,"319879","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Phlebia","Phlebia_phlebioides","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Meruliaceae;Phlebia;Phlebia_phlebioides"
"336336",870942,"Pseudotsuga menziesii","1456235","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Phlebia segregata","(Bourdot & Galzin) Parmasto",1967,"336336","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Phlebia","Phlebia_segregata","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Meruliaceae;Phlebia;Phlebia_segregata"
"103687",870943,"Pseudotsuga menziesii","1456238","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Pholiota populnea","(Pers.) Kuyper & Tjall.-Beuk.",1986,"103687","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Pholiota","Pholiota_populnea","Fungi;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae;Pholiota;Pholiota_populnea"
"337037",870944,"Pseudotsuga menziesii","1456244","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Piloderma bicolor","(Peck) Jülich",1969,"337037","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Atheliaceae","Piloderma","Piloderma_bicolor","Fungi;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Piloderma;Piloderma_bicolor"
"18704",870945,"Pseudotsuga menziesii","1456245","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Typhula","(Pers.) Fr.",1818,"18704","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Typhulaceae","Typhula","Typhula_sp","Fungi;Basidiomycota;Agaricomycetes;Agaricales;Typhulaceae;Typhula;Typhula_sp"
"219137",870946,"Pseudotsuga menziesii","1456246","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Pithya vulgaris","Fuckel",1870,"219137","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcoscyphaceae","Pithya","Pithya_vulgaris","Fungi;Ascomycota;Pezizomycetes;Pezizales;Sarcoscyphaceae;Pithya;Pithya_vulgaris"
"337267",870947,"Pseudotsuga menziesii","1456248","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Plicaturopsis crispa","(Pers.) D.A. Reid",1964,"337267","Fungi","Basidiomycota","Agaricomycetes","Amylocorticiales","Amylocorticiaceae","Plicaturopsis","Plicaturopsis_crispa","Fungi;Basidiomycota;Agaricomycetes;Amylocorticiales;Amylocorticiaceae;Plicaturopsis;Plicaturopsis_crispa"
"319337",870948,"Pseudotsuga menziesii","1456253","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Perenniporia tenuis","(Schwein.) Ryvarden",1973,"319337","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Perenniporia","Perenniporia_tenuis","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Perenniporia;Perenniporia_tenuis"
"337554",870949,"Pseudotsuga menziesii","1456257","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Pragmopora pithya","(Fr.) J.W. Groves",1967,"337554","Fungi","Ascomycota","Leotiomycetes","Leotiales","Tympanidaceae","Pragmopora","Pragmopora_pithya","Fungi;Ascomycota;Leotiomycetes;Leotiales;Tympanidaceae;Pragmopora;Pragmopora_pithya"
"337554",870950,"Pseudotsuga sp.","1456258","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Pragmopora pithya","(Fr.) J.W. Groves",1967,"337554","Fungi","Ascomycota","Leotiomycetes","Leotiales","Tympanidaceae","Pragmopora","Pragmopora_pithya","Fungi;Ascomycota;Leotiomycetes;Leotiales;Tympanidaceae;Pragmopora;Pragmopora_pithya"
"4374",870951,"Pseudotsuga menziesii","1456259","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Propolis","(Fr.) Corda",1838,"4374","Fungi","Ascomycota","Leotiomycetes","Chaetomellales","Marthamycetaceae","Propolis","Propolis_sp","Fungi;Ascomycota;Leotiomycetes;Chaetomellales;Marthamycetaceae;Propolis;Propolis_sp"
"120525",870952,"Pseudotsuga menziesii","1456260","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Pseudohydnum gelatinosum","(Scop.) P. Karst.",1868,"120525","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariales_family_incertae_sedis","Pseudohydnum","Pseudohydnum_gelatinosum","Fungi;Basidiomycota;Agaricomycetes;Auriculariales;Auriculariales_family_incertae_sedis;Pseudohydnum;Pseudohydnum_gelatinosum"
"322113",870953,"Pseudotsuga menziesii","1456261","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Pycnoporellus fulgens","(Fr.) Donk",1971,"322113","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Pycnoporellaceae","Pycnoporellus","Pycnoporellus_fulgens","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Pycnoporellaceae;Pycnoporellus;Pycnoporellus_fulgens"
"322251",870955,"Pseudotsuga menziesii","1456265","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Ramaria concolor","(Corner) R.H. Petersen",1975,"322251","Fungi","Basidiomycota","Agaricomycetes","Gomphales","Gomphaceae","Ramaria","Ramaria_concolor","Fungi;Basidiomycota;Agaricomycetes;Gomphales;Gomphaceae;Ramaria;Ramaria_concolor"
"338261",870956,"Pseudotsuga menziesii","1456266","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Resinicium bicolor","(Alb. & Schwein.) Parmasto",1968,"338261","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Rickenellaceae","Resinicium","Resinicium_bicolor","Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Rickenellaceae;Resinicium;Resinicium_bicolor"
"120332",870957,"Pseudotsuga menziesii","1456267","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Sarea difformis","(Fr.) Fr.",1828,"120332","Fungi","Ascomycota","Sareomycetes","Sareales","Sareaceae","Sarea","Sarea_difformis","Fungi;Ascomycota;Sareomycetes;Sareales;Sareaceae;Sarea;Sarea_difformis"
"9705",870958,"Pseudotsuga menziesii","1456275","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Rhabdogloeum","Syd.",1922,"9705","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdogloeum","Rhabdogloeum_sp","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdogloeum;Rhabdogloeum_sp"
"275485",870959,"Pseudotsuga sp.","1456277","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Rhabdogloeum pseudotsugae","Syd.",1922,"275485","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdogloeum","Rhabdogloeum_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdogloeum;Rhabdogloeum_pseudotsugae"
"314041",870960,"Pseudotsuga menziesii","1456278","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Exophiala mansonii","(Castell.) de Hoog",1977,"314041","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_mansonii","Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala_mansonii"
"18478",870961,"Pseudotsuga menziesii","1456280","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Rigidoporus","Murrill",1905,"18478","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meripilaceae","Rigidoporus","Rigidoporus_sp","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Meripilaceae;Rigidoporus;Rigidoporus_sp"
"107233",870962,"Pseudotsuga menziesii","1456281","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Rigidoporus crocatus","(Pat.) Ryvarden",1983,"107233","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meripilaceae","Rigidoporus","Rigidoporus_crocatus","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Meripilaceae;Rigidoporus;Rigidoporus_crocatus"
"338860",870963,"Pseudotsuga menziesii","1456283","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Schizopora paradoxa","(Schrad.) Donk",1967,"338860","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Schizopora","Schizopora_paradoxa","Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Schizoporaceae;Schizopora;Schizopora_paradoxa"
"172054",870964,"Pseudotsuga menziesii","1456285","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Diaporthe eres","Nitschke",1870,"172054","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","Diaporthe_eres","Fungi;Ascomycota;Sordariomycetes;Diaporthales;Diaporthaceae;Diaporthe;Diaporthe_eres"
"306575",870965,"Pseudotsuga menziesii","1456286","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Sydowia polyspora","(Bref. & Tavel) E. Müll.",1953,"306575","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae","Sydowia","Sydowia_polyspora","Fungi;Ascomycota;Dothideomycetes;Dothideales;Dothioraceae;Sydowia;Sydowia_polyspora"
"323370",870966,"Pseudotsuga menziesii","1456289","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Scytinostromella humifaciens","(Burt) G.W. Freeman & R.H. Petersen",1979,"323370","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulales_family_incertae_sedis","Scytinostromella","Scytinostromella_humifaciens","Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulales_family_incertae_sedis;Scytinostromella;Scytinostromella_humifaciens"
"18534",870967,"Pseudotsuga menziesii","1456290","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Sebacina","Tul. & C. Tul.",1871,"18534","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Sebacina","Sebacina_sp","Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Sebacinaceae;Sebacina;Sebacina_sp"
"145561",870968,"Pseudotsuga menziesii","1456291","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Septonema dendryphioides","Berk. & M.A. Curtis",1874,"145561","Fungi","Ascomycota","Dothideomycetes","Dothideomycetes_order_incertae_sedis","Dothideomycetes_family_incertae_sedis","Septonema","Septonema_dendryphioides","Fungi;Ascomycota;Dothideomycetes;Dothideomycetes_order_incertae_sedis;Dothideomycetes_family_incertae_sedis;Septonema;Septonema_dendryphioides"
"288330",870969,"Pseudotsuga menziesii","1456293","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Meruliporia incrassata","(Berk. & M.A. Curtis) Murrill",1942,"288330","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Irpicaceae","Meruliporia","Meruliporia_incrassata","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Irpicaceae;Meruliporia;Meruliporia_incrassata"
"323549",870971,"Pseudotsuga menziesii","1456295","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Seuratia millardetii","(Racib.) Meeker",1975,"323549","Fungi","Ascomycota","Dothideomycetes","Dothideomycetes_order_incertae_sedis","Seuratiaceae","Seuratia","Seuratia_millardetii","Fungi;Ascomycota;Dothideomycetes;Dothideomycetes_order_incertae_sedis;Seuratiaceae;Seuratia;Seuratia_millardetii"
"115105",870972,"Pseudotsuga menziesii","1456296","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Sirococcus conigenus","(Pers.) P.F. Cannon & Minter",1983,"115105","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthales_family_incertae_sedis","Sirococcus","Sirococcus_conigenus","Fungi;Ascomycota;Sordariomycetes;Diaporthales;Diaporthales_family_incertae_sedis;Sirococcus;Sirococcus_conigenus"
"9933",870973,"Pseudotsuga menziesii","1456297","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Sirodothis","Clem.",1909,"9933","Fungi","Ascomycota","Leotiomycetes","Leotiales","Tympanidaceae","Sirodothis","Sirodothis_sp","Fungi;Ascomycota;Leotiomycetes;Leotiales;Tympanidaceae;Sirodothis;Sirodothis_sp"
"305986",870974,"Pseudotsuga menziesii","1456298","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Sistotrema brinkmannii","(Bres.) J. Erikss.",1948,"305986","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema","Sistotrema_brinkmannii","Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Hydnaceae;Sistotrema;Sistotrema_brinkmannii"
"305993",870975,"Pseudotsuga menziesii","1456299","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Skeletocutis amorpha","(Fr.) Kotl. & Pouzar",1958,"305993","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Incrustoporiaceae","Skeletocutis","Skeletocutis_amorpha","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Incrustoporiaceae;Skeletocutis;Skeletocutis_amorpha"
